"","date","pollster","right"
"1367",2022-01-21,"Savanta",0.35
"1368",2022-01-20,"Kantar",0.37
"1369",2022-01-20,"YouGov",0.36
"1370",2022-01-20,"WeThink",0.31
"1371",2022-01-19,"Ipsos",0.32
"1372",2022-01-17,"R+W",0.34
"1373",2022-01-14,"Survation",0.36
"1374",2022-01-14,"Savanta",0.35
"1375",2022-01-13,"YouGov",0.36
"1376",2022-01-13,"Savanta",0.34
"1377",2022-01-13,"Find Out Now",0.32
"1378",2022-01-12,"Focaldata",0.36
"1379",2022-01-12,"Deltapoll",0.36
"1380",2022-01-12,"YouGov",0.35
"1381",2022-01-12,"Opinium",0.31
"1382",2022-01-11,"YouGov",0.32
"1383",2022-01-11,"JL Partners",0.31
"1384",2022-01-10,"R+W",0.39
"1385",2022-01-07,"Savanta",0.37
"1386",2022-01-06,"YouGov",0.38
"1387",2022-01-05,"Opinium",0.34
"1388",2022-01-03,"R+W",0.39
"1389",2021-12-23,"Deltapoll",0.39
"1390",2021-12-21,"Opinium",0.32
"1391",2021-12-20,"Focaldata",0.37
"1392",2021-12-20,"R+W",0.36
"1393",2021-12-19,"YouGov",0.35
"1394",2021-12-17,"Savanta",0.36
"1395",2021-12-17,"Techne",0.32
"1396",2021-12-16,"Savanta",0.38
"1397",2021-12-14,"YouGov",0.38
"1398",2021-12-14,"Find Out Now",0.37
"1399",2021-12-13,"R+W",0.39
"1400",2021-12-13,"Survation",0.38
"1401",2021-12-13,"Survation",0.35
"1402",2021-12-10,"Survation",0.37
"1403",2021-12-09,"Focaldata",0.39
"1404",2021-12-09,"YouGov",0.39
"1405",2021-12-09,"Kantar",0.39
"1406",2021-12-09,"Savanta",0.37
"1407",2021-12-08,"R+W",0.39
"1408",2021-12-08,"YouGov",0.39
"1409",2021-12-08,"Survation",0.38
"1410",2021-12-08,"Opinium",0.32
"1411",2021-12-06,"R+W",0.42
"1412",2021-12-03,"Savanta",0.4
"1413",2021-12-03,"Ipsos",0.35
"1414",2021-12-02,"Deltapoll",0.41
"1415",2021-12-01,"YouGov",0.42
"1416",2021-12-01,"Focaldata",0.32
"1417",2021-11-30,"Survation",0.39
"1418",2021-11-29,"R+W",0.42
"1419",2021-11-29,"Find Out Now",0.39
"1420",2021-11-26,"Savanta",0.41
"1421",2021-11-24,"YouGov",0.42
"1422",2021-11-24,"Opinium",0.36
"1423",2021-11-21,"R+W",0.41
"1424",2021-11-19,"Savanta",0.39
"1425",2021-11-18,"Kantar",0.43
"1426",2021-11-17,"YouGov",0.41
"1427",2021-11-15,"R+W",0.4
"1428",2021-11-11,"Survation",0.39
"1429",2021-11-11,"Savanta",0.37
"1430",2021-11-10,"R+W",0.39
"1431",2021-11-10,"YouGov",0.39
"1432",2021-11-10,"Panelbase",0.38
"1433",2021-11-10,"Opinium",0.36
"1434",2021-11-08,"R+W",0.42
"1435",2021-11-08,"WeThink",0.35
"1436",2021-11-05,"Savanta",0.41
"1437",2021-11-05,"Find Out Now",0.38
"1438",2021-11-05,"Opinium",0.37
"1439",2021-11-04,"WeThink",0.4
"1440",2021-11-03,"Deltapoll",0.44
"1441",2021-11-03,"YouGov",0.41
"1442",2021-11-01,"R+W",0.43
"1443",2021-10-29,"Savanta",0.43
"1444",2021-10-29,"Ipsos",0.35
"1445",2021-10-27,"YouGov",0.42
"1446",2021-10-27,"Opinium",0.4
"1447",2021-10-25,"R+W",0.43
"1448",2021-10-22,"Savanta",0.41
"1449",2021-10-20,"YouGov",0.41
"1450",2021-10-18,"R+W",0.43
"1451",2021-10-15,"Savanta",0.43
"1452",2021-10-14,"Kantar",0.42
"1453",2021-10-13,"Deltapoll",0.42
"1454",2021-10-13,"Opinium",0.41
"1455",2021-10-12,"YouGov",0.45
"1456",2021-10-11,"R+W",0.44
"1457",2021-10-11,"NCP",0.43
"1458",2021-10-11,"WeThink",0.41
"1459",2021-10-08,"Savanta",0.42
"1460",2021-10-06,"Survation",0.39
"1461",2021-10-05,"YouGov",0.43
"1462",2021-10-04,"R+W",0.43
"1463",2021-10-04,"WeThink",0.38
"1464",2021-10-01,"Savanta",0.43
"1465",2021-09-29,"Survation",0.41
"1466",2021-09-29,"Opinium",0.39
"1467",2021-09-28,"YouGov",0.43
"1468",2021-09-27,"R+W",0.44
"1469",2021-09-23,"Kantar",0.45
"1470",2021-09-22,"YouGov",0.42
"1471",2021-09-21,"Survation",0.4
"1472",2021-09-20,"R+W",0.44
"1473",2021-09-17,"Savanta",0.42
"1474",2021-09-17,"Ipsos",0.39
"1475",2021-09-16,"Opinium",0.4
"1476",2021-09-15,"YouGov",0.42
"1477",2021-09-13,"R+W",0.44
"1478",2021-09-10,"Savanta",0.42
"1479",2021-09-10,"Survation",0.4
"1480",2021-09-09,"Panelbase",0.41
"1481",2021-09-09,"Opinium",0.38
"1482",2021-09-08,"YouGov",0.38
"1483",2021-09-06,"R+W",0.45
"1484",2021-09-06,"Find Out Now",0.41
"1485",2021-09-04,"WeThink",0.37
"1486",2021-09-03,"Savanta",0.43
"1487",2021-09-02,"Deltapoll",0.47
"1488",2021-09-02,"YouGov",0.42
"1489",2021-09-02,"YouGov",0.41
"1490",2021-09-02,"Opinium",0.4
"1491",2021-08-29,"R+W",0.45
"1492",2021-08-27,"Savanta",0.42
"1493",2021-08-25,"YouGov",0.43
"1494",2021-08-23,"R+W",0.46
"1495",2021-08-20,"Savanta",0.43
"1496",2021-08-19,"Kantar",0.41
"1497",2021-08-19,"Opinium",0.39
"1498",2021-08-19,"Opinium",0.39
"1499",2021-08-17,"YouGov",0.43
"1500",2021-08-16,"R+W",0.43
"1501",2021-08-13,"Savanta",0.43
"1502",2021-08-11,"YouGov",0.42
"1503",2021-08-09,"R+W",0.43
"1504",2021-08-06,"Savanta",0.43
"1505",2021-08-05,"YouGov",0.44
"1506",2021-08-05,"Opinium",0.42
"1507",2021-08-02,"R+W",0.44
"1508",2021-07-30,"Ipsos",0.42
"1509",2021-07-30,"Savanta",0.41
"1510",2021-07-28,"YouGov",0.42
"1511",2021-07-25,"R+W",0.44
"1512",2021-07-23,"Deltapoll",0.47
"1513",2021-07-23,"Savanta",0.42
"1514",2021-07-23,"Survation",0.39
"1515",2021-07-22,"Opinium",0.43
"1516",2021-07-20,"YouGov",0.41
"1517",2021-07-19,"R+W",0.45
"1518",2021-07-19,"Survation",0.39
"1519",2021-07-16,"Savanta",0.43
"1520",2021-07-15,"YouGov",0.47
"1521",2021-07-12,"R+W",0.44
"1522",2021-07-09,"Savanta",0.42
"1523",2021-07-08,"Opinium",0.43
"1524",2021-07-07,"Kantar",0.45
"1525",2021-07-07,"YouGov",0.44
"1526",2021-07-05,"R+W",0.47
"1527",2021-07-05,"Survation",0.43
"1528",2021-07-02,"Savanta",0.44
"1529",2021-07-02,"Ipsos",0.41
"1530",2021-06-29,"YouGov",0.45
"1531",2021-06-28,"R+W",0.44
"1532",2021-06-25,"Savanta",0.44
"1533",2021-06-25,"Survation",0.41
"1534",2021-06-23,"YouGov",0.46
"1535",2021-06-23,"Opinium",0.43
"1536",2021-06-21,"R+W",0.47
"1537",2021-06-18,"Savanta",0.45
"1538",2021-06-18,"Panelbase",0.44
"1539",2021-06-17,"Deltapoll",0.46
"1540",2021-06-16,"YouGov",0.49
"1541",2021-06-13,"R+W",0.46
"1542",2021-06-11,"Savanta",0.43
"1543",2021-06-11,"Survation",0.41
"1544",2021-06-10,"Deltapoll",0.51
"1545",2021-06-10,"Opinium",0.43
"1546",2021-06-09,"YouGov",0.46
"1547",2021-06-09,"Survation",0.42
"1548",2021-06-07,"NCP",0.48
"1549",2021-06-07,"R+W",0.44
"1550",2021-06-04,"Savanta",0.46
"1551",2021-06-03,"Kantar",0.48
"1552",2021-06-02,"YouGov",0.48
"1553",2021-06-01,"Survation",0.41
"1554",2021-05-31,"R+W",0.48
"1555",2021-05-28,"Savanta",0.44
"1556",2021-05-28,"Ipsos",0.44
"1557",2021-05-27,"NCP",0.46
"1558",2021-05-27,"YouGov",0.46
"1559",2021-05-27,"Opinium",0.44
"1560",2021-05-27,"Survation",0.43
"1561",2021-05-25,"Survation",0.44
"1562",2021-05-24,"R+W",0.46
"1563",2021-05-21,"Savanta",0.45
"1564",2021-05-19,"YouGov",0.48
"1565",2021-05-17,"R+W",0.44
"1566",2021-05-14,"Savanta",0.45
"1567",2021-05-13,"Opinium",0.46
"1568",2021-05-13,"Find Out Now",0.45
"1569",2021-05-11,"YouGov",0.47
"1570",2021-05-10,"R+W",0.47
"1571",2021-05-07,"Savanta",0.44
"1572",2021-05-04,"YouGov",0.46
"1573",2021-05-04,"Panelbase",0.45
"1574",2021-05-03,"R+W",0.43
"1575",2021-04-30,"Savanta",0.42
"1576",2021-04-29,"Focaldata",0.43
"1577",2021-04-28,"NCP",0.45
"1578",2021-04-28,"Opinium",0.44
"1579",2021-04-27,"YouGov",0.47
"1580",2021-04-27,"Survation",0.39
"1581",2021-04-26,"R+W",0.47
"1582",2021-04-23,"Savanta",0.44
"1583",2021-04-22,"Kantar",0.45
"1584",2021-04-22,"BMG",0.42
"1585",2021-04-21,"YouGov",0.46
"1586",2021-04-21,"Opinium",0.46
"1587",2021-04-19,"R+W",0.47
"1588",2021-04-16,"Savanta",0.44
"1589",2021-04-16,"Ipsos",0.43
"1590",2021-04-15,"Survation",0.4
"1591",2021-04-12,"R+W",0.46
"1592",2021-04-12,"YouGov",0.46
"1593",2021-04-09,"Savanta",0.44
"1594",2021-04-08,"Deltapoll",0.51
"1595",2021-04-08,"Opinium",0.46
"1596",2021-04-08,"Survation",0.43
"1597",2021-04-07,"YouGov",0.44
"1598",2021-04-05,"R+W",0.46
"1599",2021-04-02,"Savanta",0.44
"1600",2021-03-31,"YouGov",0.45
"1601",2021-03-29,"R+W",0.46
"1602",2021-03-25,"Deltapoll",0.51
"1603",2021-03-25,"YouGov",0.45
"1604",2021-03-25,"Kantar",0.45
"1605",2021-03-25,"Opinium",0.44
"1606",2021-03-22,"R+W",0.44
"1607",2021-03-19,"Savanta",0.44
"1608",2021-03-18,"YouGov",0.46
"1609",2021-03-16,"BMG",0.42
"1610",2021-03-15,"R+W",0.46
"1611",2021-03-12,"NCP",0.44
"1612",2021-03-12,"Savanta",0.42
"1613",2021-03-11,"Opinium",0.44
"1614",2021-03-09,"YouGov",0.45
"1615",2021-03-09,"Survation",0.44
"1616",2021-03-08,"R+W",0.48
"1617",2021-03-05,"Ipsos",0.46
"1618",2021-03-05,"Savanta",0.45
"1619",2021-03-03,"YouGov",0.48
"1620",2021-03-01,"R+W",0.46
"1621",2021-02-26,"Savanta",0.46
"1622",2021-02-24,"Deltapoll",0.48
"1623",2021-02-24,"Opinium",0.44
"1624",2021-02-24,"YouGov",0.44
"1625",2021-02-23,"Survation",0.43
"1626",2021-02-22,"R+W",0.46
"1627",2021-02-19,"Savanta",0.43
"1628",2021-02-18,"Kantar",0.45
"1629",2021-02-17,"YouGov",0.43
"1630",2021-02-15,"R+W",0.43
"1631",2021-02-12,"Savanta",0.44
"1632",2021-02-11,"Opinium",0.43
"1633",2021-02-09,"YouGov",0.44
"1634",2021-02-08,"R+W",0.45
"1635",2021-02-05,"Savanta",0.43
"1636",2021-02-05,"Survation",0.39
"1637",2021-02-02,"YouGov",0.44
"1638",2021-02-02,"Find Out Now",0.42
"1639",2021-02-01,"R+W",0.43
"1640",2021-01-29,"Savanta",0.43
"1641",2021-01-29,"Ipsos",0.42
"1642",2021-01-28,"Opinium",0.44
"1643",2021-01-26,"YouGov",0.4
"1644",2021-01-25,"NCP",0.46
"1645",2021-01-25,"R+W",0.45
"1646",2021-01-22,"Savanta",0.42
"1647",2021-01-21,"Deltapoll",0.46
"1648",2021-01-21,"YouGov",0.43
"1649",2021-01-21,"Kantar",0.43
"1650",2021-01-18,"R+W",0.42
"1651",2021-01-15,"Savanta",0.41
"1652",2021-01-14,"Opinium",0.38
"1653",2021-01-13,"YouGov",0.41
"1654",2021-01-12,"Survation",0.4
"1655",2021-01-11,"R+W",0.43
"1656",2021-01-08,"Savanta",0.42
"1657",2021-01-06,"Opinium",0.41
"1658",2021-01-04,"YouGov",0.42
"1659",2020-12-26,"Deltapoll",0.48
"1660",2020-12-22,"Survation",0.4
"1661",2020-12-21,"YouGov",0.41
"1662",2020-12-18,"Savanta",0.43
"1663",2020-12-16,"Opinium",0.42
"1664",2020-12-15,"YouGov",0.43
"1665",2020-12-12,"Kantar",0.42
"1666",2020-12-11,"Savanta",0.42
"1667",2020-12-08,"YouGov",0.42
"1668",2020-12-04,"Ipsos",0.41
"1669",2020-12-04,"Survation",0.4
"1670",2020-12-04,"Focaldata",0.4
"1671",2020-12-03,"Opinium",0.41
"1672",2020-12-02,"YouGov",0.41
"1673",2020-12-02,"R+W",0.4
"1674",2020-11-27,"Opinium",0.42
"1675",2020-11-27,"Savanta",0.41
"1676",2020-11-26,"Deltapoll",0.44
"1677",2020-11-26,"YouGov",0.42
"1678",2020-11-20,"NCP",0.43
"1679",2020-11-20,"Savanta",0.42
"1680",2020-11-19,"Opinium",0.43
"1681",2020-11-19,"R+W",0.4
"1682",2020-11-17,"YouGov",0.42
"1683",2020-11-13,"Savanta",0.43
"1684",2020-11-11,"YouGov",0.42
"1685",2020-11-11,"R+W",0.4
"1686",2020-11-06,"Savanta",0.42
"1687",2020-11-05,"Kantar",0.44
"1688",2020-11-05,"Survation",0.41
"1689",2020-11-05,"Opinium",0.4
"1690",2020-11-04,"YouGov",0.41
"1691",2020-10-30,"Savanta",0.42
"1692",2020-10-28,"YouGov",0.42
"1693",2020-10-28,"R+W",0.39
"1694",2020-10-23,"Savanta",0.44
"1695",2020-10-22,"Deltapoll",0.47
"1696",2020-10-22,"Opinium",0.4
"1697",2020-10-22,"Ipsos",0.38
"1698",2020-10-21,"YouGov",0.43
"1699",2020-10-21,"R+W",0.4
"1700",2020-10-16,"Savanta",0.44
"1701",2020-10-14,"YouGov",0.44
"1702",2020-10-09,"NCP",0.45
"1703",2020-10-09,"Savanta",0.42
"1704",2020-10-08,"Opinium",0.43
"1705",2020-10-06,"YouGov",0.44
"1706",2020-10-06,"R+W",0.41
"1707",2020-10-05,"Survation",0.42
"1708",2020-10-02,"Savanta",0.44
"1709",2020-09-30,"R+W",0.39
"1710",2020-09-29,"YouGov",0.43
"1711",2020-09-25,"Savanta",0.43
"1712",2020-09-24,"Deltapoll",0.47
"1713",2020-09-23,"YouGov",0.44
"1714",2020-09-23,"Opinium",0.4
"1715",2020-09-22,"R+W",0.4
"1716",2020-09-18,"Savanta",0.43
"1717",2020-09-17,"Kantar",0.45
"1718",2020-09-16,"YouGov",0.43
"1719",2020-09-15,"R+W",0.41
"1720",2020-09-15,"Survation",0.41
"1721",2020-09-11,"Ipsos",0.41
"1722",2020-09-09,"Opinium",0.43
"1723",2020-09-08,"YouGov",0.45
"1724",2020-09-04,"NCP",0.44
"1725",2020-09-03,"YouGov",0.46
"1726",2020-09-02,"Survation",0.41
"1727",2020-09-01,"R+W",0.43
"1728",2020-08-26,"Opinium",0.42
"1729",2020-08-24,"YouGov",0.46
"1730",2020-08-24,"R+W",0.42
"1731",2020-08-21,"Survation",0.42
"1732",2020-08-19,"R+W",0.44
"1733",2020-08-18,"YouGov",0.44
"1734",2020-08-14,"Savanta",0.44
"1735",2020-08-13,"Opinium",0.45
"1736",2020-08-12,"R+W",0.43
"1737",2020-08-11,"YouGov",0.47
"1738",2020-08-06,"Kantar",0.46
"1739",2020-08-04,"YouGov",0.44
"1740",2020-07-31,"Survation",0.44
"1741",2020-07-30,"YouGov",0.46
"1742",2020-07-30,"Ipsos",0.46
"1743",2020-07-30,"Opinium",0.43
"1744",2020-07-29,"R+W",0.43
"1745",2020-07-23,"Opinium",0.44
"1746",2020-07-22,"YouGov",0.47
"1747",2020-07-22,"R+W",0.44
"1748",2020-07-17,"Savanta",0.45
"1749",2020-07-15,"Opinium",0.45
"1750",2020-07-15,"R+W",0.44
"1751",2020-07-10,"Survation",0.43
"1752",2020-07-09,"Deltapoll",0.48
"1753",2020-07-09,"Kantar",0.48
"1754",2020-07-09,"Opinium",0.44
"1755",2020-07-08,"YouGov",0.48
"1756",2020-07-08,"R+W",0.44
"1757",2020-07-03,"Survation",0.44
"1758",2020-07-02,"Deltapoll",0.48
"1759",2020-07-01,"Opinium",0.43
"1760",2020-07-01,"R+W",0.42
"1761",2020-06-26,"YouGov",0.47
"1762",2020-06-26,"R+W",0.44
"1763",2020-06-25,"Opinium",0.43
"1764",2020-06-24,"Survation",0.43
"1765",2020-06-18,"Opinium",0.45
"1766",2020-06-18,"R+W",0.43
"1767",2020-06-12,"Savanta",0.43
"1768",2020-06-11,"YouGov",0.47
"1769",2020-06-11,"Kantar",0.46
"1770",2020-06-11,"Opinium",0.45
"1771",2020-06-11,"R+W",0.41
"1772",2020-06-09,"Survation",0.43
"1773",2020-06-05,"Ipsos",0.43
"1774",2020-06-04,"Deltapoll",0.47
"1775",2020-06-04,"Opinium",0.45
"1776",2020-06-03,"R+W",0.43
"1777",2020-06-03,"Survation",0.42
"1778",2020-05-29,"YouGov",0.47
"1779",2020-05-28,"Opinium",0.44
"1780",2020-05-27,"Deltapoll",0.47
"1781",2020-05-27,"R+W",0.43
"1782",2020-05-26,"YouGov",0.46
"1783",2020-05-25,"YouGov",0.46
"1784",2020-05-22,"Survation",0.46
"1785",2020-05-21,"Opinium",0.49
"1786",2020-05-18,"YouGov",0.5
"1787",2020-05-15,"Savanta",0.48
"1788",2020-05-15,"R+W",0.47
"1789",2020-05-13,"Opinium",0.5
"1790",2020-05-07,"Kantar",0.53
"1791",2020-05-06,"R+W",0.5
"1792",2020-05-05,"YouGov",0.53
"1793",2020-05-05,"Opinium",0.5
"1794",2020-04-29,"Opinium",0.52
"1795",2020-04-27,"Survation",0.49
"1796",2020-04-26,"R+W",0.5
"1797",2020-04-21,"Opinium",0.51
"1798",2020-04-17,"R+W",0.52
"1799",2020-04-16,"Kantar",0.55
"1800",2020-04-16,"YouGov",0.54
"1801",2020-04-15,"Opinium",0.52
"1802",2020-04-07,"Opinium",0.56
"1803",2020-04-07,"BMG",0.48
"1804",2020-04-01,"Opinium",0.54
"1805",2020-04-01,"YouGov",0.53
"1806",2020-04-01,"R+W",0.49
"1807",2020-03-26,"Opinium",0.54
"1808",2020-03-24,"NCP",0.56
"1809",2020-03-23,"R+W",0.47
"1810",2020-03-13,"Ipsos",0.52
"1811",2020-03-12,"Opinium",0.51
"1812",2020-03-05,"Kantar",0.52
"1813",2020-03-03,"BMG",0.45
"1814",2020-02-19,"Savanta",0.5
"1815",2020-02-12,"Opinium",0.49
"1816",2020-02-12,"R+W",0.49
"1817",2020-02-08,"YouGov",0.5
"1818",2020-02-04,"BMG",0.46
"1819",2020-01-31,"YouGov",0.51
"1820",2020-01-31,"Ipsos",0.48
"1821",2020-01-30,"Survation",0.47
"1822",2020-01-24,"YouGov",0.51
"1823",2020-01-15,"Opinium",0.5
"1824",2020-01-08,"BMG",0.5
"1825",2019-12-10,"Survation",0.476
"1826",2019-12-10,"Opinium",0.47
"1827",2019-12-10,"Panelbase",0.46
"1828",2019-12-09,"Deltapoll",0.48
"1829",2019-12-09,"Kantar",0.47
"1830",2019-12-09,"Ipsos",0.46
"1831",2019-12-09,"Savanta",0.44
"1832",2019-12-08,"NCP",0.46
"1833",2019-12-06,"Savanta",0.46
"1834",2019-12-06,"ICM",0.45
"1835",2019-12-06,"BMG",0.44
"1836",2019-12-05,"Survation",0.49
"1837",2019-12-05,"Deltapoll",0.48
"1838",2019-12-05,"YouGov",0.46
"1839",2019-12-05,"Qriously",0.46
"1840",2019-12-04,"Opinium",0.48
"1841",2019-12-04,"Panelbase",0.46
"1842",2019-12-04,"YouGov",0.46
"1843",2019-12-04,"BMG",0.45
"1844",2019-12-04,"Savanta",0.44
"1845",2019-12-02,"YouGov",0.46
"1846",2019-12-02,"Ipsos",0.46
"1847",2019-12-02,"Savanta",0.46
"1848",2019-12-02,"Savanta",0.45
"1849",2019-11-29,"ICM",0.45
"1850",2019-11-28,"Deltapoll",0.48
"1851",2019-11-28,"Kantar",0.46
"1852",2019-11-28,"YouGov",0.45
"1853",2019-11-27,"Opinium",0.48
"1854",2019-11-27,"Savanta",0.47
"1855",2019-11-27,"Panelbase",0.46
"1856",2019-11-27,"Focaldata",0.46
"1857",2019-11-27,"BMG",0.43
"1858",2019-11-26,"Survation",0.45
"1859",2019-11-25,"YouGov",0.47
"1860",2019-11-25,"Savanta",0.46
"1861",2019-11-22,"ICM",0.45
"1862",2019-11-21,"Deltapoll",0.46
"1863",2019-11-21,"Kantar",0.46
"1864",2019-11-21,"YouGov",0.45
"1865",2019-11-20,"Opinium",0.5
"1866",2019-11-20,"Savanta",0.47
"1867",2019-11-20,"Survation",0.46
"1868",2019-11-20,"YouGov",0.46
"1869",2019-11-20,"Panelbase",0.45
"1870",2019-11-19,"BMG",0.44
"1871",2019-11-18,"Savanta",0.47
"1872",2019-11-18,"YouGov",0.46
"1873",2019-11-15,"ICM",0.47
"1874",2019-11-15,"Ipsos",0.47
"1875",2019-11-14,"Deltapoll",0.53
"1876",2019-11-14,"YouGov",0.49
"1877",2019-11-14,"Survation",0.47
"1878",2019-11-14,"Kantar",0.47
"1879",2019-11-13,"Opinium",0.5
"1880",2019-11-13,"Panelbase",0.48
"1881",2019-11-13,"Savanta",0.46
"1882",2019-11-12,"YouGov",0.47
"1883",2019-11-12,"BMG",0.46
"1884",2019-11-11,"YouGov",0.48
"1885",2019-11-11,"Savanta",0.47
"1886",2019-11-11,"YouGov",0.46
"1887",2019-11-09,"Hanbury",0.45
"1888",2019-11-08,"ICM",0.47
"1889",2019-11-08,"Savanta",0.46
"1890",2019-11-07,"YouGov",0.49
"1891",2019-11-07,"Kantar",0.47
"1892",2019-11-06,"Panelbase",0.48
"1893",2019-11-06,"Deltapoll",0.48
"1894",2019-11-06,"Opinium",0.47
"1895",2019-11-06,"Survation",0.45
"1896",2019-11-05,"YouGov",0.47
"1897",2019-11-05,"BMG",0.46
"1898",2019-11-01,"YouGov",0.49
"1899",2019-11-01,"ICM",0.48
"1900",2019-10-31,"Deltapoll",0.52
"1901",2019-10-30,"Opinium",0.51
"1902",2019-10-30,"Panelbase",0.49
"1903",2019-10-30,"ORB",0.48
"1904",2019-10-30,"Savanta",0.47
"1905",2019-10-30,"Savanta",0.46
"1906",2019-10-30,"YouGov",0.46
"1907",2019-10-29,"YouGov",0.49
"1908",2019-10-29,"Survation",0.46
"1909",2019-10-25,"Ipsos",0.48
"1910",2019-10-24,"YouGov",0.48
"1911",2019-10-23,"Opinium",0.51
"1912",2019-10-20,"YouGov",0.49
"1913",2019-10-18,"Deltapoll",0.49
"1914",2019-10-17,"YouGov",0.48
"1915",2019-10-17,"Panelbase",0.47
"1916",2019-10-17,"Survation",0.45
"1917",2019-10-16,"Savanta",0.45
"1918",2019-10-15,"Opinium",0.51
"1919",2019-10-14,"YouGov",0.49
"1920",2019-10-10,"Kantar",0.48
"1921",2019-10-09,"Savanta",0.45
"1922",2019-10-09,"Panelbase",0.45
"1923",2019-10-08,"YouGov",0.47
"1924",2019-10-04,"Savanta",0.47
"1925",2019-10-04,"ICM",0.47
"1926",2019-10-03,"Opinium",0.51
"1927",2019-10-01,"BMG",0.42
"1928",2019-09-30,"YouGov",0.46
"1929",2019-09-26,"YouGov",0.46
"1930",2019-09-25,"Opinium",0.47
"1931",2019-09-25,"Survation",0.43
"1932",2019-09-24,"YouGov",0.47
"1933",2019-09-24,"Savanta",0.44
"1934",2019-09-19,"Opinium",0.51
"1935",2019-09-19,"YouGov",0.44
"1936",2019-09-18,"Savanta",0.42
"1937",2019-09-17,"YouGov",0.47
"1938",2019-09-13,"Ipsos",0.43
"1939",2019-09-11,"Opinium",0.51
"1940",2019-09-11,"Savanta",0.42
"1941",2019-09-09,"YouGov",0.46
"1942",2019-09-06,"Savanta",0.44
"1943",2019-09-05,"YouGov",0.47
"1944",2019-09-05,"Survation",0.46
"1945",2019-09-05,"Panelbase",0.46
"1946",2019-09-05,"Kantar",0.46
"1947",2019-09-05,"Deltapoll",0.45
"1948",2019-09-04,"Opinium",0.49
"1949",2019-09-04,"Savanta",0.45
"1950",2019-09-03,"Hanbury",0.47
"1951",2019-09-03,"BMG",0.45
"1952",2019-09-02,"YouGov",0.47
"1953",2019-08-30,"ICM",0.47
"1954",2019-08-29,"Deltapoll",0.49
"1955",2019-08-29,"Survation",0.45
"1956",2019-08-28,"YouGov",0.46
"1957",2019-08-28,"YouGov",0.45
"1958",2019-08-27,"YouGov",0.48
"1959",2019-08-22,"YouGov",0.47
"1960",2019-08-21,"Opinium",0.49
"1961",2019-08-20,"YouGov",0.44
"1962",2019-08-15,"Kantar",0.47
"1963",2019-08-13,"YouGov",0.45
"1964",2019-08-09,"Savanta",0.48
"1965",2019-08-08,"Opinium",0.48
"1966",2019-08-07,"BMG",0.44
"1967",2019-08-06,"Survation",0.43
"1968",2019-08-05,"YouGov",0.45
"1969",2019-07-29,"YouGov",0.45
"1970",2019-07-26,"Savanta",0.45
"1971",2019-07-26,"Ipsos",0.44
"1972",2019-07-25,"Deltapoll",0.45
"1973",2019-07-25,"YouGov",0.44
"1974",2019-07-24,"Opinium",0.46
"1975",2019-07-24,"Savanta",0.45
"1976",2019-07-23,"YouGov",0.43
"1977",2019-07-16,"YouGov",0.44
"1978",2019-07-15,"Savanta",0.45
"1979",2019-07-10,"Savanta",0.45
"1980",2019-07-10,"Survation",0.43
"1981",2019-07-09,"YouGov",0.45
"1982",2019-07-05,"Savanta",0.45
"1983",2019-07-03,"Opinium",0.46
"1984",2019-07-02,"YouGov",0.47
"1985",2019-07-02,"BMG",0.44
"1986",2019-06-24,"YouGov",0.45
"1987",2019-06-21,"Ipsos",0.39
"1988",2019-06-19,"Opinium",0.45
"1989",2019-06-19,"Survation",0.45
"1990",2019-06-18,"YouGov",0.44
"1991",2019-06-13,"YouGov",0.45
"1992",2019-06-09,"YouGov",0.43
"1993",2019-06-07,"Savanta",0.46
"1994",2019-06-04,"BMG",0.45
"1995",2019-06-04,"YouGov",0.45
"1996",2019-05-29,"Deltapoll",0.45
"1997",2019-05-28,"Opinium",0.44
"1998",2019-05-28,"YouGov",0.42
"1999",2019-05-22,"Survation",0.43
"2000",2019-05-18,"NCP",0.42
"2001",2019-05-17,"Opinium",0.49
"2002",2019-05-17,"Survation",0.42
"2003",2019-05-14,"Opinium",0.48
"2004",2019-05-14,"Panelbase",0.43
"2005",2019-05-13,"YouGov",0.45
"2006",2019-05-10,"Savanta",0.44
"2007",2019-05-10,"Ipsos",0.44
"2008",2019-05-09,"Savanta",0.42
"2009",2019-05-09,"Hanbury",0.42
"2010",2019-05-09,"Kantar",0.39
"2011",2019-05-08,"Opinium",0.47
"2012",2019-05-08,"YouGov",0.44
"2013",2019-05-08,"YouGov",0.44
"2014",2019-05-07,"BMG",0.4
"2015",2019-05-03,"Opinium",0.46
"2016",2019-04-29,"YouGov",0.46
"2017",2019-04-23,"YouGov",0.45
"2018",2019-04-21,"Opinium",0.47
"2019",2019-04-18,"Panelbase",0.45
"2020",2019-04-17,"OnePoll",0.42
"2021",2019-04-16,"ORB",0.46
"2022",2019-04-16,"YouGov",0.45
"2023",2019-04-16,"Savanta",0.42
"2024",2019-04-10,"YouGov",0.42
"2025",2019-04-09,"Opinium",0.4
"2026",2019-04-05,"Savanta",0.41
"2027",2019-04-05,"Hanbury",0.39
"2028",2019-04-04,"Kantar",0.39
"2029",2019-04-02,"YouGov",0.44
"2030",2019-04-02,"BMG",0.42
"2031",2019-04-02,"BMG",0.41
"2032",2019-03-28,"Deltapoll",0.44
"2033",2019-03-28,"Opinium",0.44
"2034",2019-03-28,"Deltapoll",0.43
